"";"tweets";"value"
"7172";"OMG<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33>My favs in one match<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> and Khushi ke ashu<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E64>ps dekhna mat bhulna koi<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"4379";"The SAMURAI of the day for best bowling performance goes to Deepak Chahar for his delivery of in overs…";0
"2039";"aap sahi ho";1
"5664";"Match Day who will win todays match or Rt f…";0
"1293";"Judging by your photo you look like you could beat the shit out of him";1
"1182";"Great Dad Jesus";1
"4792";"Ippove vaa always gives a royal thriller treat to the fans <U+2728><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E34>letz c <U+2728><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63>";0
"5343";"Tahirrrrrrrr";0
"1101";"Ok i get it COOLArent you glad i approve";1
"4956";"vs Target";0
"1195";"So then he brings over this guy Angel who really should win your employee of the year award at the Panora…";1
"2265";"Fantastic I can see city lights from K feet but we still have massive radar holes in our s…";1
"4452";"Sweep shot also a risky one to boundary";0
"3151";"For all those skeptics out there just remember what happened to Betamax when this industry chose VHS";1
"7438";"<U+0BA8><U+0BBE><U+0BB3><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BA8><U+0BBE><U+0B99><U+0BCD><U+0B95> <U+0BA4><U+0BBE><U+0BA9><U+0BCD><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> RCB <U+0BAE><U+0BC7><U+0BB2> <U+0B89><U+0BB3><U+0BCD><U+0BB3> <U+0BA8><U+0BAE><U+0BCD><U+0BAA><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC8><U+0BAF><U+0BBF><U+0BB2> challenge <U+0BAA><U+0BA3><U+0BCD><U+0BA3><U+0BBF> <U+0B87><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BA9><U+0BCD> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E32>";0
"6092";"Won the toss Field first decided";0
"1896";"So great to see creating businesslike efficiency";1
"4759";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>";0
"630";"Wow great take";1
"3072";"Twitter was down for many hours tried to tweet this problem to";1
"2546";"Everyone knows Slate is an alt right Trumpcough Putinmouthpiece";1
"5599";"That was GIGANTIC hit M by PM";0
"1075";"Trying to head off migraine thats attempting to settle in These are good times I tell ya good times";1
"2337";"Oh yes we do Pete Come on I dare you to join Jason Pries in that episode Who else agrees that Pet…";1
"7393";"India’s Fantasy Cricket <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66>";0
"7116";"We are not trolling anyone<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>Its our way to support our favourites<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"289";"Misogynists are in favor of terrorism This is hatred and not mental illness Who knew";1
"504";"Memang tak ah hahahhaha";1
"5509";"and <U+2764><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E39>";0
"3857";"Booze and cock Oh no dont do it";1
"4273";"Singam kalam irangidichu puyal";0
"5235";"coming back in the game slowly but surely as leg spinner Imran Tahir strikes twice in the th over with the w…";0
"4300";"Which Team you are supporting tonight <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E31> for CSK <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>Like <U+2764> for RCB Im definitely going to cheer for";0
"3719";"Maps are horrible storytellers they only ever have one legend";1
"1587";"Congrats to on hitting M followers Many of those followers are just like Llanos here which mak…";1
"1726";"Who votes we rest Herrera and toss Grimm out there for the th";1
"1321";"Maybe its not the guns maybe Americans need to use Canadian maple syrup to chill";1
"3189";"Sorry not Sorry <U+270B><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66>";1
"6901";"parithapangal<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31>";0
"6760";"Arrey is an team well backed with…";0
"1058";"<U+0939><U+093E><U+0939><U+093E><U+0939><U+093E> <U+0916><U+0924><U+0930><U+0928><U+093E><U+0915><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E62>";1
"578";"Ohhhhh boyyyy I cannot wait till I start paying off my loans <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E62>";1
"1252";"But why are they smiling";1
"502";"CAN YOU NAME A COLOR WHICH PEOPLE USE TO CHANGE RAPIDLY";1
"6015";"Who will win today match";0
"6594";"Thala <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"621";"Still can’t get raids at hours I can participate in so yay Still no Mew";1
"4069";"Bring your Bantz in STYLE with the new S Tee";1
"912";"Only a week and a half to go ya’ll until he’s ours <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+613C><U+3E63>";1
"7663";"Harbajan paji Rokzzzplease every one subscribe this channel";0
"1733";"Seen this sign on my usual walking route for at least a year Property is priced to sell apparently <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>";1
"3780";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>";1
"1234";"Wow he struck out in his first AB what a disaster that was the most important AB of his career he’s going to be h…";1
"5101";"OverDe Grandhomme Mandeep OuTSN Thakur WdWdWk";0
"7608";"Happy Birthday to the one who has given us wonderful memories<U+2764><U+2764> Brought smiles on faces of billions of people GOD<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"6817";"Contest Time How much will score in this inningsFollow amp share your predictions amp stand a ch…";0
"5844";"Need Wicket";0
"4608";"Mere czn se meri ladai ho rahi Hai o ko support aur me ko o rehta bi chennai me hai";0
"582";"All the best racist people";1
"4074";"Todos hablan de libertad pero eso termina cuando la iglesia quiere hablar de algo eso si no está permitido";1
"2171";"What I scored high on being neurotic and low on conscientiousness Me";1
"554";"Piers is much more hurt than any of us tho let’s not forget that What Wenger did at Arsenal was done just to upse…";1
"1416";"To the woman on my snapchat that took her kids to see Disney on Ice thank you for letting me see it live";1
"7336";"<U+0B85><U+0BAE><U+0BC8><U+0BA4><U+0BBF><U+0BAF><U+0BBE> <U+0B87><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BAE><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0BA9><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1> RCB <U+0B95><U+0BC2><U+0B9F> <U+0BAE><U+0BC7><U+0B9F><U+0BCD><U+0B9A><U+0BCD> <U+0B87><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1>";0
"3046";"Need to read this tweet in the voice of his hero Jack Handey";1
"5090";"vecha kuri thappathu da <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"3953";"Thank you for helping me catch all the insidious yard invaders masquerading under the guise of ‘flowers…";1
"2410";"Follow my writings on";1
"5051";"All eyes on the today between and in leads over in the encounters s…";0
"4210";"Come on";0
"4733";"After ts over";0
"4687";"luv u so much and i am coming after some years as a indian by luck and stru…";0
"1134";"You might want relax there captain serious";1
"5597";"This match doesnt look like It looks like vs Lets see the result";0
"2858";"And they still don’t get it";1
"287";"He wrote every word CNN says so";1
"3521";"Punching people in the face with words";1
"5874";"today match will be thrilling So I am excited to watch this match";0
"7244";"Its Kohli vs Dhoni at the Chinnaswamy tonight Who will rule the roost or Take your pick…";0
"5240";"wll win todayyyy for sureeee <U+2764> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E36><U+383C><U+3E31>";0
"3484";"I’m going to start charging families…";1
"339";"How awful That chair swinging neanderthal needs to be incarcerated for life How ridiculous is it…";1
"10";"Just do or";1
"1294";"Oh I figured that hed finally be back tonight";1
"4091";"Daniel her ending with Liberal Logic was intended to poke fun at the Libtards Candace is a c…";1
"1619";"hours of math in the morning is exactly how I prefer to start my saturdays";1
"6392";"So good to be on the winning side in such a great game of Cricket In a great position moving forward with Mo…";0
"6962";"Today Match will be as much a battle of leadership Between amp";0
"7201";"you have been the most fav csk bowler for us this season";0
"980";"Mmmm I love the smell of burnt rubber in the morning Chanel No Nah give me Eau De Burning Tyre any day of the w…";1
"779";"Oh my goodness what a nice guy";1
"1937";"Youre right Its sooo much easier to hide in a locked cupboard wi…";1
"500";"Maybe it was the Brock Turner judge Cause you know a prison sentence would have “a se…";1
"2958";"The are a total joke Good thing was more interested in them than the all s…";1
"2705";"I do sarcasm but I usually tag it";1
"2316";"Oh wow well we should all stop and listen";1
"5132";"If bowler unable to pick wicket ampleaking run still If batsman unable to get runs still";0
"3517";"How barbaric Its Why do you have to hang them There are more humane ways to make them pay";1
"740";"expansive and deep intellect and educational background brings profound insight and disc…";1
"4789";"ABD Dheba Aabha";0
"3003";"favorite town lol";1
"1947";"It’s been since Tuesday since I’ve heard ANYTHING from Great customer service";1
"5325";"Match is shifting towards Two in two for imran tahir";0
"7464";"In have AB have have Russel but have team Today they have proved…";0
"4567";"Raina Given room in overs";0
"2612";"Jetzt neu Staatlich geförderter Sozialbetrug Aber geht ja auch um Hinterziehung von Sozialversicherungsbeiträgen durc…";1
"7337";"Sher vs Sher Is coming up todayPut your guess";0
"152";"I just followed you and wanted you to know so I dont get ignored like all others";1
"3508";"Always be shipping via";1
"5589";"even though I am strong fan of when is in this kind of form its a treat to watch";0
"5588";"Dear fans<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E30> <U+0915><U+094B> <U+0936><U+094B> <U+092E><U+091C><U+094D><U+091C><U+093E> <U+0932><U+093F><U+0926><U+0948> <U+091B><U+094C> <U+0928><U+093F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"7339";"Kane amp Y Pathan werent enough as loses to by runs";0
"6297";"Bullshit <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E30> Fans Donning Jersey amp Bands are Not Allowed inside The by…";0
"6459";"Team Vs Small leagues Team for members Hh For more assistance contact me on whtsapp …";0
"7756";"Inside that bottle is something we don’t know something beyond scienti…";0
"6620";"It’s It’s Captain vs ExCaptain How will take on at Chinnaswamy tonight Draft your FREE li…";0
"3096";"Due to the excellent agility of the Brazilian postal service my order arrivedDespatched th January from…";1
"480";"You work in radio you’re not allowed to have an opinion you have to say everything is awesome";1
"7646";"Warm Welcome for The King and the Princess Along with in Pune";0
"2077";"Around the PayperClick Water Cooler It’s Been Whispered That Google Just Might Be out for Its Own Financi…";1
"4537";"WE ARE GOING GOOOOD <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>";0
"664";"Good looking PP here eh";1
"1486";"Afghanistan just got early admissions into its st choice of colleges Lets all congratulate his achievement…";1
"2196";"I have just been at a local shop and seen two officers in uniform with Taser discussing if they should get curry or…";1
